"SubjectID" "ActivityID" "ActivityName" "tBodyAcc.STD...X" "tBodyAcc.STD...Y" "tBodyAcc.STD...Z" "tGravityAcc.STD...X" "tGravityAcc.STD...Y" "tGravityAcc.STD...Z" "tBodyAccJerk.STD...X" "tBodyAccJerk.STD...Y" "tBodyAccJerk.STD...Z" "tBodyGyro.STD...X" "tBodyGyro.STD...Y" "tBodyGyro.STD...Z" "tBodyGyroJerk.STD...X" "tBodyGyroJerk.STD...Y" "tBodyGyroJerk.STD...Z" "tBodyAccMag.STD.." "tGravityAccMag.STD.." "tBodyAccJerkMag.STD.." "tBodyGyroMag.STD.." "tBodyGyroJerkMag.STD.." "fBodyAcc.STD...X" "fBodyAcc.STD...Y" "fBodyAcc.STD...Z" "fBodyAccJerk.STD...X" "fBodyAccJerk.STD...Y" "fBodyAccJerk.STD...Z" "fBodyGyro.STD...X" "fBodyGyro.STD...Y" "fBodyGyro.STD...Z" "fBodyAccMag.STD.." "fBodyBodyAccJerkMag.STD.." "fBodyBodyGyroMag.STD.." "fBodyBodyGyroJerkMag.STD.." "tBodyAcc.Mean...X" "tBodyAcc.Mean...Y" "tBodyAcc.Mean...Z" "tGravityAcc.Mean...X" "tGravityAcc.Mean...Y" "tGravityAcc.Mean...Z" "tBodyAccJerk.Mean...X" "tBodyAccJerk.Mean...Y" "tBodyAccJerk.Mean...Z" "tBodyGyro.Mean...X" "tBodyGyro.Mean...Y" "tBodyGyro.Mean...Z" "tBodyGyroJerk.Mean...X" "tBodyGyroJerk.Mean...Y" "tBodyGyroJerk.Mean...Z" "tBodyAccMag.Mean.." "tGravityAccMag.Mean.." "tBodyAccJerkMag.Mean.." "tBodyGyroMag.Mean.." "tBodyGyroJerkMag.Mean.." "fBodyAcc.Mean...X" "fBodyAcc.Mean...Y" "fBodyAcc.Mean...Z" "fBodyAcc.MeanFreq...X" "fBodyAcc.MeanFreq...Y" "fBodyAcc.MeanFreq...Z" "fBodyAccJerk.Mean...X" "fBodyAccJerk.Mean...Y" "fBodyAccJerk.Mean...Z" "fBodyAccJerk.MeanFreq...X" "fBodyAccJerk.MeanFreq...Y" "fBodyAccJerk.MeanFreq...Z" "fBodyGyro.Mean...X" "fBodyGyro.Mean...Y" "fBodyGyro.Mean...Z" "fBodyGyro.MeanFreq...X" "fBodyGyro.MeanFreq...Y" "fBodyGyro.MeanFreq...Z" "fBodyAccMag.Mean.." "fBodyAccMag.MeanFreq.." "fBodyBodyAccJerkMag.Mean.." "fBodyBodyAccJerkMag.MeanFreq.." "fBodyBodyGyroMag.Mean.." "fBodyBodyGyroMag.MeanFreq.." "fBodyBodyGyroJerkMag.Mean.." "fBodyBodyGyroJerkMag.MeanFreq.."
4 4 "SITTING" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.27133883 -0.029954058 -0.11859533 0.8782922 -0.44115702 0.039357117 0.10063345 0.061156235 0.028254346 -0.031374775 -0.053952104 0.073211718 -0.097805754 -0.018566344 -0.081625418 -0.91671002 -0.91671002 -0.93070744 -0.92330487 -0.93362003 -0.94008646 -0.88954707 -0.90114002 0.61495065 0.33676435 0.11051475 -0.90958203 -0.9030731 -0.92189602 0.58081139 0.23727145 0.32755029 -0.92800798 -0.89863943 -0.88978221 0.060073377 0.29989994 0.086368293 -0.92074201 0.56219073 -0.89671319 -0.30181163 -0.89294573 0.41348437 -0.89482845 -0.048728739
4 5 "STANDING" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.29926682 0.011798517 -0.031653276 0.87638473 -0.44715997 0.039266249 0.072036923 0.019867445 0.00019655927 -0.035775411 -0.010620763 0.03852549 -0.086341844 -0.043942122 -0.04379737 -0.8866145 -0.8866145 -0.89156887 -0.87094775 -0.89403232 -0.92600164 -0.84118481 -0.88913982 0.37177873 0.03202792 -0.04291406 -0.89059864 -0.85920021 -0.9110382 0.46060613 -0.12214572 0.076147088 -0.92821564 -0.84501826 -0.67759186 0.28644223 -0.10427954 -0.0024584671 -0.85460731 0.080126495 -0.88026295 -0.012411066 -0.78746748 0.056952593 -0.81999084 0.12073597
4 6 "LAYING" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.29389749 0.01115091 -0.069281198 0.88282593 -0.43031319 0.066307063 0.067964088 -0.0080134702 -0.02831438 -0.031933568 -0.080878973 0.067888599 -0.089551643 -0.055978262 -0.039311445 -0.91424457 -0.91424457 -0.93379134 -0.89507731 -0.93389188 -0.94789038 -0.86853152 -0.91512364 0.19806039 -0.083162951 -0.43838144 -0.93020452 -0.89632312 -0.95727197 0.28902635 -0.25788925 -0.28978147 -0.93822219 -0.88434909 -0.68299854 -0.02168314 -0.38444706 -0.020188191 -0.88238538 -0.3007539 -0.91905285 -0.11172632 -0.80571585 -0.14354921 -0.83178344 0.055722928
5 1 "WALKING" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.27563911 -0.015565524 -0.1254582 0.88824855 -0.41368431 0.081629881 0.085393668 0.013232424 -0.015536821 -0.033494339 -0.10529761 0.10193292 -0.09617789 -0.044631724 -0.043954046 -0.97639741 -0.97639741 -0.97752202 -0.96121993 -0.98156201 -0.98365223 -0.96558983 -0.96942614 0.44255045 0.004257158 0.039249426 -0.97766077 -0.96992179 -0.97727921 0.623365 -0.13054926 -0.20137703 -0.96995581 -0.97447368 -0.96152085 -0.3521088 -0.25170247 -0.036727166 -0.97599241 0.33450023 -0.98055474 0.43756792 -0.97769301 -0.053355248 -0.98069188 0.23754746
5 2 "WALKING_UPSTAIRS" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.27225459 -0.025051205 -0.13318432 0.88833105 -0.41194179 0.075492335 0.07232242 -0.0040930707 0.0022683017 -0.032800503 -0.090070366 0.11430315 -0.098093802 -0.03135971 -0.051153105 -0.97278247 -0.97278247 -0.98230467 -0.97418211 -0.98801891 -0.98861582 -0.96663407 -0.97627432 0.027733679 0.018259313 -0.0060243493 -0.98641512 -0.97693686 -0.98054747 0.23514688 -0.15969842 -0.095183692 -0.97913434 -0.98077626 -0.97611518 -0.42225647 0.080033882 -0.17980592 -0.9744553 -0.0047700824 -0.98616213 0.44725853 -0.9841708 -0.044412803 -0.98489458 0.31134412
5 3 "WALKING_DOWNSTAIRS" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.27642711 -0.026277565 -0.12694133 0.88653599 -0.41739217 0.065348552 0.074509321 0.017702929 0.034901242 -0.02498197 -0.070265151 0.092864514 -0.10085785 -0.0402331 -0.070964995 -0.97410189 -0.97410189 -0.98929212 -0.97913622 -0.99242066 -0.99282776 -0.97257829 -0.97418822 -0.15340739 -0.13253471 0.27629228 -0.9921867 -0.98208096 -0.98902257 0.20619193 -0.0062829666 0.01277763 -0.98292601 -0.98663348 -0.97386344 -0.30271284 -0.39153471 -0.045656877 -0.97854756 -0.093595286 -0.99231488 0.51540302 -0.9873502 -0.22248647 -0.99366355 0.079946621
5 4 "SITTING" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.28016952 -0.014362437 -0.10047145 0.88595445 -0.42208281 0.05903586 0.072727808 0.010693404 0.0035057619 -0.023093566 -0.066467535 0.080856878 -0.093747448 -0.040897472 -0.063732156 -0.98424763 -0.98424763 -0.98869299 -0.98438424 -0.99339805 -0.991768 -0.97863946 -0.98382913 0.18593119 -0.081494006 0.1477802 -0.98987604 -0.98369362 -0.98701525 0.35581526 -0.019117537 0.31193441 -0.9867391 -0.98940614 -0.98024967 -0.15348796 -0.46675056 -0.15788164 -0.986493 0.12423969 -0.99070753 0.55751339 -0.98792314 -0.1795864 -0.99455145 0.21909286
5 5 "STANDING" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.27746102 -0.01584543 -0.10639347 0.88675759 -0.42075175 0.061267268 0.076517346 0.010128253 -0.013201935 -0.02648868 -0.074340759 0.082382273 -0.10172432 -0.038908867 -0.051866697 -0.9863763 -0.9863763 -0.98787803 -0.98864889 -0.99388532 -0.99360857 -0.97619194 -0.98349138 0.24346025 -0.040244128 0.062396995 -0.9903802 -0.98112071 -0.9878848 0.42711219 0.029248816 0.072280555 -0.98712175 -0.99138461 -0.98741471 -0.19006498 -0.047763183 -0.11584666 -0.98525593 0.12210736 -0.99007226 0.41450305 -0.99114474 0.067331992 -0.9943382 0.40921793
5 6 "LAYING" -0.99385248 -0.96744548 -0.97829499 -0.99557462 -0.97096035 -0.96808532 -0.99207239 -0.97867004 -0.98661202 -0.97465605 -0.97795105 -0.96762872 -0.98847382 -0.99187728 -0.9819836 -0.97689339 -0.97689339 -0.98885394 -0.96949953 -0.99041891 -0.99450372 -0.96746811 -0.97823994 -0.99357091 -0.97869657 -0.98850332 -0.97439786 -0.9765654 -0.97001655 -0.9788381 -0.98971596 -0.96961934 -0.99057193 0.28837469 -0.0085476599 -0.10705876 0.88727114 -0.41949043 0.062138516 0.079692861 0.021893719 0.019722732 -0.02724897 -0.070042463 0.072089463 -0.098589224 -0.041452921 -0.048265495 -0.98114936 -0.98114936 -0.99070401 -0.98950178 -0.99509372 -0.99305923 -0.97531313 -0.98802879 0.24975227 -0.0053021161 0.28114295 -0.99163949 -0.98512245 -0.99031655 0.84544456 0.14144446 0.18472694 -0.99172275 -0.99300989 -0.98819888 -0.16448883 -0.08531104 0.12327815 -0.9884016 -0.093381174 -0.99446766 0.32053105 -0.99334345 0.12489191 -0.99505118 0.61763089
6 1 "WALKING" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.28590496 -0.0077447295 -0.10273652 0.89033905 -0.41431632 0.063073539 0.073692837 0.022299194 0.024172207 -0.030446957 -0.069251086 0.084129975 -0.13741057 -0.029849391 -0.038735438 -0.98120081 -0.98120081 -0.99091628 -0.98495044 -0.99269469 -0.99314892 -0.9760806 -0.98592627 -0.15774231 0.0059919628 0.44376505 -0.99392541 -0.98397812 -0.98778377 0.48134703 -0.21158741 -0.15491928 -0.96317983 -0.98548682 -0.98725653 0.55089738 -0.055274095 0.1916085 -0.98657404 0.39047075 -0.9902788 0.093283499 -0.96671378 0.18139923 -0.98829589 0.028384013
6 2 "WALKING_UPSTAIRS" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.29648714 -0.014684879 -0.13980848 0.95201324 -0.12719693 0.17324768 0.074167624 -0.088429566 -0.00057513147 -0.050171548 -0.073211502 0.1837903 -0.092742071 -0.016699782 -0.11955963 -0.92873856 -0.92873856 -0.97766739 -0.94284864 -0.98480912 -0.98753271 -0.8594018 -0.96188356 -0.11400833 0.078754108 -0.1870107 -0.98622758 -0.94453649 -0.97477076 0.57232463 -0.010792723 0.21894857 -0.974845 -0.96180088 -0.91597823 -0.026891422 -0.26365587 0.3050329 -0.89882048 -0.017194091 -0.96443364 -0.056101764 -0.93493886 -0.026011014 -0.98173276 -0.088711103
6 3 "WALKING_DOWNSTAIRS" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.27723542 -0.025677001 -0.11843072 0.95776214 -0.12120449 0.16651548 0.074857362 0.031491585 0.0039751972 -0.039016643 -0.060002794 0.12573995 -0.091881126 -0.044009434 -0.058000018 -0.97803564 -0.97803564 -0.99261266 -0.97773598 -0.99553914 -0.99652123 -0.96836119 -0.97868043 -0.070374951 0.021026483 -0.22422357 -0.99603991 -0.98620784 -0.98933917 0.3336439 0.10238626 -0.009154006 -0.98838196 -0.99180531 -0.9822712 -0.04401052 -0.098528311 -0.28744005 -0.97794345 -0.23399359 -0.9920428 0.43237582 -0.98717791 -0.33202139 -0.99526723 0.38232978
6 4 "SITTING" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.2782907 -0.014536086 -0.10524253 0.95789199 -0.12711834 0.16163958 0.079741234 0.0054060827 -0.0048041466 -0.026046816 -0.067562509 0.10043377 -0.093176759 -0.035040875 -0.075882607 -0.99438865 -0.99438865 -0.99367703 -0.99003935 -0.99750587 -0.99590613 -0.9888814 -0.98908778 0.14268337 0.11371728 0.2008675 -0.99555241 -0.9919744 -0.99008349 0.34272767 0.063083431 -0.065361354 -0.99434969 -0.99616662 -0.97701877 0.48125099 -0.068290986 0.17337594 -0.99412375 0.41752324 -0.9946893 0.44374857 -0.99171515 0.042048606 -0.99774691 0.49409415
6 5 "STANDING" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.27815992 -0.0076678258 -0.09927102 0.95792518 -0.12454962 0.16376124 0.07369633 0.0094546512 0.0058232317 -0.022931403 -0.07347 0.078673144 -0.097484223 -0.043075149 -0.056642047 -0.98452293 -0.98452293 -0.99209242 -0.98142234 -0.99558278 -0.99593464 -0.97582987 -0.98874515 0.0025927422 -0.39423884 0.23830234 -0.99487962 -0.98722055 -0.99101005 0.29696674 -0.24004778 0.2020249 -0.99502067 -0.98965884 -0.97007429 0.09228879 -0.62368135 -0.58155746 -0.98361921 -0.18346497 -0.99357323 0.27786395 -0.98358715 -0.5552391 -0.99488497 0.3016178
6 6 "LAYING" -0.99445523 -0.97041688 -0.96531629 -0.99884225 -0.99073872 -0.97123186 -0.99383436 -0.97910289 -0.98760636 -0.97987841 -0.97646279 -0.96346168 -0.98941668 -0.98949396 -0.97777944 -0.97770393 -0.97770393 -0.99199699 -0.97329472 -0.98904283 -0.99464709 -0.97101596 -0.96144375 -0.99445136 -0.98075853 -0.98755691 -0.98001461 -0.97424691 -0.96781629 -0.97987556 -0.99174398 -0.97505133 -0.98980498 0.27664638 -0.0049748937 -0.104754 0.95832834 -0.11858919 0.16680067 0.075933689 0.014606303 -0.0051785599 -0.025679464 -0.079004412 0.083575679 -0.10158671 -0.046062898 -0.025882513 -0.98197129 -0.98197129 -0.98891135 -0.9786125 -0.99205801 -0.99610705 -0.96857414 -0.98706746 0.19327444 -0.037309672 -0.036521756 -0.99393513 -0.97480791 -0.98993092 0.3610086 -0.00016019278 0.20066632 -0.99029546 -0.98548212 -0.95473188 0.36805374 -0.4126584 -0.056158552 -0.98228846 -0.026131331 -0.98969985 0.41969337 -0.98190869 -0.31863308 -0.9932283 0.36962937
7 1 "WALKING" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27829493 -0.022664347 -0.11591945 0.95832272 -0.11314063 0.16759019 0.077460728 0.0038718084 -0.0099158808 -0.025950876 -0.075040768 0.096736383 -0.10026854 -0.035913252 -0.060497451 -0.98594601 -0.98594601 -0.98786737 -0.98336311 -0.99116242 -0.99588013 -0.97162389 -0.98593286 0.32783895 0.17172662 0.22577655 -0.99271793 -0.97489442 -0.9882201 0.36413162 0.19385925 0.028980726 -0.99238882 -0.98669587 -0.97310106 0.36170672 -0.29962008 -0.10485271 -0.98545244 0.2731637 -0.9885371 0.42926808 -0.98767771 -0.13864375 -0.99318062 0.23409009
7 2 "WALKING_UPSTAIRS" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27505303 -0.024059404 -0.10589705 0.95841903 -0.1158856 0.1660208 0.074694506 0.01564664 0.013952444 -0.025511187 -0.071503399 0.091317208 -0.097799765 -0.041339249 -0.061549315 -0.98590459 -0.98590459 -0.98944283 -0.98495388 -0.99301191 -0.99342611 -0.97558322 -0.98426827 0.17123649 -0.079075255 0.099689914 -0.99073306 -0.9816001 -0.98866345 0.30852394 -0.036963443 0.15750415 -0.99429866 -0.98894119 -0.97352082 0.17841233 -0.49465245 -0.16998252 -0.98693338 0.20254736 -0.9897813 0.54913044 -0.98667306 -0.13687379 -0.99398753 0.23925147
7 3 "WALKING_DOWNSTAIRS" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27486428 -0.01561837 -0.097528302 0.95761533 -0.11965332 0.16733906 0.075529732 0.020093856 0.011850313 -0.028197612 -0.072492716 0.081141936 -0.097361152 -0.045318417 -0.050056318 -0.99193129 -0.99193129 -0.99056259 -0.99004857 -0.995537 -0.99499786 -0.98434635 -0.98871071 0.17124579 0.2548988 0.47000956 -0.99254583 -0.9861712 -0.98789193 0.41203419 -0.037677581 0.043899011 -0.99534259 -0.99072003 -0.98451264 0.088259449 -0.2438421 -0.080069423 -0.99094948 0.4822956 -0.9910336 0.45694839 -0.99115097 -0.10597187 -0.9959979 0.40248189
7 4 "SITTING" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27871074 -0.016793927 -0.10524076 0.95685371 -0.11945235 0.17076173 0.075792868 0.0082702907 -0.0046005261 -0.027541794 -0.073323286 0.080225072 -0.099417698 -0.038310487 -0.060352158 -0.99505048 -0.99505048 -0.99335333 -0.99063115 -0.99566519 -0.99784915 -0.98925984 -0.98909958 0.12955721 0.069780723 0.32505207 -0.99663791 -0.99050631 -0.98855592 0.36024909 -0.033398224 0.14508436 -0.99489339 -0.99250153 -0.9862611 0.19383493 -0.33030671 -0.016149535 -0.99362136 0.43515994 -0.99312867 0.13456265 -0.99271841 -0.001350191 -0.99604217 0.4575835
7 5 "STANDING" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27822455 -0.016181738 -0.1075716 0.95709207 -0.11889701 0.17216278 0.076381493 0.0032129773 -0.00018746671 -0.027905922 -0.075317726 0.084110903 -0.098601087 -0.040436174 -0.052897202 -0.99569559 -0.99569559 -0.99524339 -0.99330273 -0.99593913 -0.9981015 -0.98971949 -0.99055637 -0.023112218 0.25894396 0.13467483 -0.99779481 -0.98951968 -0.99160133 0.45381968 0.12034942 0.051763993 -0.99376545 -0.99339422 -0.98972697 0.20366233 -0.31277519 -0.05325526 -0.99433423 0.56371159 -0.99406775 0.31411102 -0.9933618 -0.041489584 -0.99591867 0.34548538
7 6 "LAYING" -0.99581919 -0.97635361 -0.97772468 -0.9974362 -0.99656801 -0.98820362 -0.99422833 -0.98407463 -0.98777624 -0.98963172 -0.9838623 -0.97276516 -0.99029738 -0.99241296 -0.98408092 -0.98527343 -0.98527343 -0.99233376 -0.98001093 -0.99178348 -0.99594218 -0.97718677 -0.97650662 -0.99398294 -0.98495936 -0.9872289 -0.99046595 -0.98233966 -0.97445871 -0.98728087 -0.99362737 -0.98058137 -0.99199079 0.27625455 -0.016985093 -0.10885324 0.957125 -0.11843093 0.17257908 0.077142483 0.017151419 -0.0013815426 -0.028386406 -0.075428757 0.084448765 -0.095803874 -0.044492057 -0.050073195 -0.99231876 -0.99231876 -0.9921557 -0.99096518 -0.99491005 -0.99621964 -0.98289752 -0.98570956 -0.17311391 0.30661978 0.081813581 -0.99641164 -0.98382667 -0.98815825 0.13406993 0.078537222 0.130854 -0.9915615 -0.98983461 -0.98371747 0.15519684 -0.160007 -0.23245272 -0.98949844 0.33871326 -0.99091427 0.40537153 -0.98899962 -0.28776469 -0.99417563 0.013788114
8 1 "WALKING" -0.99559442 -0.98206892 -0.98526237 -0.99739076 -0.98755709 -0.98979864 -0.9947049 -0.98932695 -0.99154634 -0.99434551 -0.99243952 -0.98984746 -0.99173311 -0.99664469 -0.99363268 -0.99075599 -0.99075599 -0.99407416 -0.99178744 -0.99592397 -0.99570067 -0.98207814 -0.9843464 -0.99555608 -0.99009955 -0.99229145 -0.99507937 -0.99190954 -0.99252828 -0.9907674 -0.99279257 -0.99388069 -0.99599965 0.27574674 -0.015388072 -0.10505767 0.9567784 -0.11826838 0.17243002 0.076351845 0.013059249 0.001419995 -0.02833208 -0.074596168 0.085722107 -0.096556649 -0.04018711 -0.048712881 -0.99053425 -0.99053425 -0.99245307 -0.98602379 -0.99231034 -0.99494348 -0.98216681 -0.98760913 -0.022811931 0.085163206 0.017441964 -0.99369864 -0.98482787 -0.99126792 0.22852095 0.027477457 -0.0091442104 -0.98862146 -0.98772073 -0.97754665 -0.097601103 -0.31636559 -0.2176795 -0.98970154 0.074225182 -0.99139998 0.27272232 -0.98597966 -0.15099801 -0.99272785 -0.00796412
